,booking_id,booking_dt,release_dt,booking_charge_desc,booking_charge_txt,charge_release_dt,title_txt,cause_num,jurisdiction_cd,release_disposition_desc,post_flg,gender_desc,race_desc,hash_id,amer_indian_alaskan,asian_pacific_island,black,hispanic,unknown,white,female,male,place_of_birth,country_of_birth,born_in_us,time_detained,log_time_detained,admin_booking,release_to_imm,cancel_detainer,imm_hold,final_release_disp,charge_count,charge_topcount,category,type,seriousness,max_seriousness,max_charge_type,max_charge_desc,drug,other,property,public_order,sex,violent,felony,misdemeanor
20055,45609aa4c94834a66dedb891fe35018db793ede7,2015-12-07 22:24:00,2016-10-27 08:30:00,DRIVE BY SHOOTING,CONSPIRACY TO COMM,2016-10-27 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: WSI Chain",15-1-04834-3,SUP,WSI Chain,N,MALE,BLACK,bbaf4bc71f35c1c8523a2ccb50d7ba819c2842af,0,0,1,0,0,0,0,1,,,False,324.42083333333335,5.782041541305351,0,0,0,0,WSI Chain,13,10,class B felony,violent,5.0,6.0,violent,ASLT 1,0,0,0,0,0,1,1,0
20056,456308e2fe2b91409fa8c8e32c5ccea427345b03,2017-09-10 04:25:00,2017-09-12 11:45:00,FEL PUR/ELUDE,,2017-09-12 11:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",17-1-03446-2,SUP,Bail Bond,N,MALE,BLACK,39a7a868b324aab4bcace6d5b457302f64753255,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.305555555555556,0.8353216693404878,0,0,0,0,Bail Bond,2,2,class C felony,public_order,4.0,4.0,public_order,FEL PUR/ELUDE,0,0,0,1,0,0,1,0
20066,4576fe29b6513d9f38473de8b9a30a23ea593d0f,2017-09-17 17:08:00,2017-09-30 05:00:00,ASSAULT 4 /DV,,2017-09-30 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",9YC005085,PD1,Time Served,N,MALE,BLACK,495240554f20b9d4f0a750b724c1a9de91c66314,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,12.494444444444444,2.525284101069105,0,0,0,0,Time Served,1,1,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
20067,457e34a7eafa198f9159ee1a4b20810eb740c2f2,2017-02-14 16:05:00,2017-02-17 11:40:00,THEFT 3,,2017-02-17 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",16L0871,LKM,Court Order,N,FEMALE,WHITE,e44a484860869935cfa07eac626f6b53c264c60f,0,0,0,0,0,1,1,0,GEORGIA,UNITED STATES OF AMERICA,True,2.8159722222222223,1.035307573979467,0,0,0,0,Court Order,2,2,gross misdemeanor,property,3.0,5.0,property,BURGLARY 2,0,0,1,0,0,0,1,0
20068,457e34a7eafa198f9159ee1a4b20810eb740c2f2,2017-02-14 16:05:00,2017-02-17 11:40:00,CRIM TRESP 2,,2017-02-17 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",16L1457,LKM,Court Order,N,FEMALE,WHITE,b0bab466e4b5e3933429ffb7bd80b2dd51abd6f7,0,0,0,0,0,1,1,0,GEORGIA,UNITED STATES OF AMERICA,True,2.8159722222222223,1.035307573979467,0,0,0,0,Court Order,2,2,misdemeanor,property,2.0,5.0,property,BURGLARY 2,0,0,1,0,0,0,1,0
20088,45b5d611d429c7cb51b98f03105ef4e1e293cddb,2016-05-23 22:00:00,2016-11-20 05:00:00,COMM CUSTODY JAIL,,2016-08-17 16:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Credit for Time Served",151037601,DOC,Credit for Time Served,N,MALE,WHITE,de980f9985f783ca1736752d84e0b1673654c1ae,0,0,0,0,0,1,0,1,OREGON,UNITED STATES OF AMERICA,True,180.29166666666663,5.19457590987694,0,0,0,0,Time Served,4,4,other,other,0.0,5.0,property,BURGLARY 2,0,0,1,0,0,0,1,0
20109,45cc8bc091edd311e96a21661f23f1b50ea2d5dd,2017-01-18 10:33:00,2017-01-19 20:15:00,PSP 2,,2017-01-19 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,MALE,WHITE,465a8c819af75b494a64b8bcd5c3e59e6ad46590,0,0,0,0,0,1,0,1,NEVADA,UNITED STATES OF AMERICA,True,1.4041666666666666,0.3394440070103704,0,0,0,0,NCF Final,2,2,class C felony,property,4.0,4.0,public_order,IDENT THFT 2,0,0,0,1,0,0,1,0
20110,45cc8bc091edd311e96a21661f23f1b50ea2d5dd,2017-01-18 10:33:00,2017-01-19 20:15:00,FORGERY,,2017-01-19 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",17-1-00233-1,SUP,PR,N,MALE,WHITE,0d6cd29262730a2ac70a8c749cd18eaa9ea43179,0,0,0,0,0,1,0,1,NEVADA,UNITED STATES OF AMERICA,True,1.4041666666666666,0.3394440070103704,0,0,0,0,NCF Final,2,2,class C felony,public_order,4.0,4.0,public_order,IDENT THFT 2,0,0,0,1,0,0,1,0
20130,45dbdeb957dd688667903a67a97fcf4af317e470,2016-07-22 14:20:00,2018-03-16 16:55:00,OBSTR-FALSE CHRG/STATEMENTS,,2016-08-09 16:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Dismissed",B254373,TACM,Dismissed,N,FEMALE,BLACK,505dbe7179f3a745ef2c0aa2550560ef6d4f48e4,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,602.1076388888888,6.400436231466634,0,0,0,0,Dismissed,9,9,gross misdemeanor,public_order,3.0,6.0,property,BURGLARY 1,0,0,1,0,0,0,1,0
20136,45dd160ecddd53ca3cf73c4b1cb35ab306979616,2018-05-04 08:53:00,2018-05-07 18:55:00,CHILD RAPE 2,,2018-05-07 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",17-1-01959-5,SUP,Bail Bond,N,MALE,BLACK,01b010b899722a10c7f986494d2f917cfd7d2dc6,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,3.418055555555556,1.229071838380955,0,0,0,0,Bail Bond,2,2,class A felony,sex,6.0,6.0,sex,CHILD RAPE 2,0,0,0,0,1,0,1,0
20139,45de145e7186459b277f760aae0d6d176eb22492,2017-01-11 10:06:00,2017-02-14 08:00:00,FORGERY,,2017-02-14 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Drug Court",16-1-04093-6,SUP,Drug Court,N,MALE,WHITE,1f24c8729763b35e7f96c51ea6856575f52def27,0,0,0,0,0,1,0,1,IDAHO,UNITED STATES OF AMERICA,True,33.9125,3.52378367798505,0,0,0,0,Drug Court,1,1,class C felony,public_order,4.0,4.0,public_order,FORGERY,0,0,0,1,0,0,1,0
20140,45deac01ecd0df2f1aca6326d6b7f6c373c04b56,2018-06-16 03:36:00,2018-06-16 05:50:00,VIO NC ORD /DV,,2018-06-16 06:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Cash Bail",,PD1,Cash Bail,N,MALE,WHITE,651d3e606229e11100b34dd1cfacb3091491601a,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.09305555555555556,-2.3745585926191346,0,0,0,0,Cash Bail,0,0,gross misdemeanor,public_order,3.0,3.0,public_order,VIO NC ORD /DV,0,0,0,1,0,0,0,1
20149,45e704684e6283671d1679b7fe96c26460f25043,2017-06-16 13:13:00,2017-06-22 08:30:00,COMM CUSTODY JAIL,,2017-06-22 08:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Probation/Parole Officer",161046918,DOC,Probation/Parole Officer,N,MALE,BLACK,bead16305ea23b4be51e471ed495c9fa6ab498f9,0,0,1,0,0,0,0,1,IDAHO,UNITED STATES OF AMERICA,True,5.803472222222222,1.7584563974313898,0,0,0,0,Probation/Parole Officer,2,2,other,other,0.0,5.0,violent,ASLT 2 -DV,0,0,0,0,0,1,1,0
20150,45e704684e6283671d1679b7fe96c26460f25043,2017-06-16 13:13:00,2017-06-22 08:30:00,CRIM ASLT /DV,,2017-06-20 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",D00049129,TACM,PR,N,MALE,BLACK,f571a37c8a8f13aa6c55d3f48e1ef5b1534dddfd,0,0,1,0,0,0,0,1,IDAHO,UNITED STATES OF AMERICA,True,5.803472222222222,1.7584563974313898,0,0,0,0,Probation/Parole Officer,2,2,class C felony,violent,4.0,5.0,violent,ASLT 2 -DV,0,0,0,0,0,1,1,0
20166,45eaf0eb63b9526583f8fd21d0ca7ccc8b1e96e9,2015-12-21 23:55:00,2017-10-17 08:00:00,TAMP WITNESS,,2017-10-17 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",15-1-05123-9,SUP,WSI Chain,N,MALE,AMER INDIAN/ALASKAN,1d4347a0cbbe3ee190fff3cac7176198534760e6,1,0,0,0,0,0,0,1,OREGON,UNITED STATES OF AMERICA,True,665.3368055555555,6.500293386960558,0,0,0,0,WSI Chain,9,9,class C felony,public_order,4.0,6.0,violent,MURDER 1,0,0,0,0,0,1,1,0
20178,45f30776fd3767a9072de2e253e7bb9250bfb5b7,2016-11-22 15:14:00,2017-01-27 09:50:00,COMM CUSTODY JAIL,,2016-12-02 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",161012720,DOC,Time Served,Y,FEMALE,ASIAN/PACIFIC ISLAND,525e47004facb6dd93b2dc63b6e4d6450f3565eb,0,1,0,0,0,0,1,0,GUAM,UNITED STATES OF AMERICA,True,65.775,4.186239826926356,0,0,0,0,WSI Chain,3,3,other,other,0.0,4.0,violent,FEL DV CRT ORD VIO,0,0,0,0,0,1,1,0
20180,45f4342a9ebbda08cb67e1a9e6b189842fb8d415,2016-08-28 23:52:00,2016-10-12 16:42:00,MAL MISC 3 /DV,,2016-09-09 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",4ZC000850,PD1,Court Order,N,FEMALE,WHITE,8bc78de84bb09932c4450406ebebb9a147cac632,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,44.70138888888889,3.800004572476616,0,0,0,0,Credit for Time Served,4,4,gross misdemeanor,property,3.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
20183,45f4927ff16a270532f9d60d720c5977458974e2,2016-10-31 20:49:00,2016-11-02 14:01:00,RESIS ARR,,2016-11-01 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,TACM,NCF Final,N,MALE,BLACK,f604c733c3189cb8efc30dac682d03e415f163ef,0,0,1,0,0,0,0,1,ILLINOIS,UNITED STATES OF AMERICA,True,1.7166666666666666,0.5403844260075349,0,0,0,0,PR,1,1,misdemeanor,public_order,2.0,4.0,violent,ASLT/DV,0,0,0,0,0,1,1,0
20184,45f4927ff16a270532f9d60d720c5977458974e2,2016-10-31 20:49:00,2016-11-02 14:01:00,ASLT/DV,,2016-11-02 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",15U0249,UPM,PR,N,MALE,BLACK,45f0d06e10a1477c9f8a9fc9c07e5c15e57d04bf,0,0,1,0,0,0,0,1,ILLINOIS,UNITED STATES OF AMERICA,True,1.7166666666666666,0.5403844260075349,0,0,0,0,PR,1,1,class C felony,violent,4.0,4.0,violent,ASLT/DV,0,0,0,0,0,1,1,0
20186,45f4d80f0ae44f5088051c8d69b06a037b902f34,2017-01-18 13:37:00,2017-01-22 21:50:00,ASSAULT 4 /DV,,2017-01-22 23:59:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",6ZC003011,PD1,Bail Bond,N,MALE,WHITE,a98a0431595fafb9f0e8e1390e701a970b504d28,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,4.342361111111111,1.4684182349972517,0,0,0,0,Bail Bond,3,3,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
20193,4602160dab57c91be358eb7cce1986eef67c855e,2017-12-29 11:20:00,2018-02-09 13:00:00,COMM CUSTODY JAIL,,2018-02-09 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Credit for Time Served",171026851,DOC,Credit for Time Served,N,MALE,BLACK,ec937a50f9310d7028110755cb837818304e14b4,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,42.069444444444436,3.7393216920111816,0,0,0,0,Credit for Time Served,2,2,other,other,0.0,4.0,public_order,FORGERY,0,0,0,1,0,0,1,0
20203,4607c22df9b400be421082d6842855e8f239119b,2018-04-24 02:32:00,2018-04-25 13:15:00,DUI WITH PRIOR CONVICTION,,2018-04-25 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF, Pending Inv",,PD1,"NCF, Pending Inv",N,MALE,HISPANIC,9e1aad57faa110b3ac9528aee4df6ea8fc584f82,0,0,0,1,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.446527777777778,0.3691660486909257,0,0,0,0,"NCF, Pending Inv",0,0,class B felony,public_order,5.0,5.0,public_order,DUI WITH PRIOR CONVICTION,0,0,0,1,0,0,1,0
20221,460b4dba4d0e12b10535ef501f9752004f046f33,2017-06-25 16:29:00,2017-06-27 12:44:00,"FEL HARASS-DV, DV-THREATS/DEATH THRT",,2017-06-26 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF TacM",,SUP,NCF TacM,N,MALE,BLACK,829f81a6376ea87d4596fb441c08178dea21e721,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.84375,0.6118015411059929,0,0,0,0,PR,2,2,class C felony,violent,4.0,4.0,violent,"FEL HARASS-DV, DV-THREATS/DEATH THRT",0,0,0,0,0,1,1,0
20231,460e62b6023286515149b7bfd39a2c8ffaf4fe0a,2017-06-27 13:44:00,2017-07-12 05:00:00,CRIM TRESP 2,,2017-06-30 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",17L000513,LKM,Court Order,N,MALE,BLACK,63636811d15eddc01f9abdced92d92764bf98ada,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,14.636111111111115,2.6834918387591298,0,0,0,0,Time Served,3,3,misdemeanor,property,2.0,3.0,property,THEFT 3,0,0,1,0,0,0,0,1
20249,4623f126262041480332f489f7417904a61bf57b,2017-08-08 19:04:00,2017-12-27 11:30:00,ASLT 4,,2017-10-04 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Final",,PD1,NCF Final,N,MALE,WHITE,978498a0118e4a938769ba1334929cee9151b05a,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,140.68472222222223,4.9465213741608585,0,0,0,0,Mini-Chain,8,8,gross misdemeanor,violent,3.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
20301,46435b34c9bcd948f551b9627df25b005b0d1acf,2017-01-23 12:56:00,2017-01-25 18:52:00,DWI,,2017-01-25 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",6ZC000587,PD1,Court Order,N,MALE,BLACK,2a228a74ef690f65e0d1b528df02b469550590fa,0,0,1,0,0,0,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,2.2472222222222222,0.8096948856083359,0,0,0,0,Court Order,1,1,gross misdemeanor,public_order,3.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
20304,464823bfd81de2b94d852b57b760372a33a627b4,2018-07-05 02:50:00,2018-07-06 13:10:00,MAL MISCH 3 /DV,,2018-07-06 18:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",D00049953,TACM,PR,N,FEMALE,WHITE,5521d423ab64fd3362c6a12600352e6363a03782,0,0,0,0,0,1,1,0,CALIFORNIA,UNITED STATES OF AMERICA,True,1.4305555555555556,0.3580628692135805,0,0,0,0,PR,2,2,gross misdemeanor,property,3.0,4.0,violent,CRIM ASLT /DV,0,0,0,0,0,1,1,0
20305,464905bea6c9f1981346b9c4ce9fe7dcb78ff9f9,2016-05-11 00:57:00,2016-12-06 08:00:00,ASLT 2,ATTEMPTED,2016-12-01 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Dismissed",16-1-01895-7,SUP,Dismissed,N,MALE,BLACK,7ddf56d7cf215ff5c8f58828337eaa8ab133b281,0,0,1,0,0,0,0,1,MISSISSIPPI,UNITED STATES OF AMERICA,True,209.29375,5.343738767563186,0,0,0,0,WSI Chain,5,5,class B felony,violent,5.0,5.0,violent,ASLT 2,0,0,0,0,0,1,1,0
20311,464a0212a2c898fd709edc95f3b89579479c1d62,2017-07-31 13:59:00,2017-09-29 05:00:00,CRIMINAL SOLICITATION,,2017-08-03 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",7ZC001204,PD1,Court Order,N,MALE,WHITE,ba22f041da4390dd8fcb5802a69ba0c4be80883d,0,0,0,0,0,1,0,1,GERMANY,GERMANY,False,59.625694444444434,4.088086596007674,0,0,0,0,Time Served,2,2,other,other,0.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
20312,464a0212a2c898fd709edc95f3b89579479c1d62,2017-07-31 13:59:00,2017-09-29 05:00:00,ASSAULT 4 /DV,,2017-09-29 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",4ZC001394,PD1,Time Served,N,MALE,WHITE,f06835ff056709574789eefc7cba23b96ae9ab6f,0,0,0,0,0,1,0,1,GERMANY,GERMANY,False,59.625694444444434,4.088086596007674,0,0,0,0,Time Served,2,2,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
20349,4663f90fe59bbf35ed6b0abf161673188094c00d,2017-01-01 18:56:00,2017-01-04 09:00:00,DRUG PARA,,2017-01-03 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,PD1,NCF Final,N,FEMALE,WHITE,b21aa0b2b8ac38f8bb72d704b637e22776a6d3d0,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,2.5861111111111112,0.9501552458269116,0,0,0,0,Mini-Chain,2,2,misdemeanor,drug,2.0,4.0,public_order,FORGERY,0,0,0,1,0,0,1,0
20350,4664c6781363cc7e033adc604f3c8fe045460b04,2018-05-19 19:30:00,2018-06-01 11:45:00,POSS LEG. DRUG/PROHIBITED ACT,,2018-06-01 11:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Mini-Chain",171008493,SKGS,Mini-Chain,N,FEMALE,HISPANIC,f7d8b3327ec7010a593cbbd24bb2207a9766cbad,0,0,0,1,0,0,1,0,HONDURAS,HONDURAS,False,12.677083333333336,2.539795901519691,0,0,0,1,Mini-Chain,5,5,misdemeanor,drug,2.0,3.0,property,THEFT 3RD,0,0,1,0,0,0,0,1
20353,4664c6781363cc7e033adc604f3c8fe045460b04,2018-05-19 19:30:00,2018-06-01 11:45:00,THEFT 3RD,,2018-06-01 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Time Served",B257086,TACM,Time Served,N,FEMALE,HISPANIC,cbf8ae30fdd6fb0e1ef9e2120778689e60338ac9,0,0,0,1,0,0,1,0,HONDURAS,HONDURAS,False,12.677083333333336,2.539795901519691,0,0,0,1,Mini-Chain,5,5,gross misdemeanor,property,3.0,3.0,property,THEFT 3RD,0,0,1,0,0,0,0,1
20389,4681f5bb48a49df443cdaa2f08a9d4ab0f4bab86,2018-04-09 13:27:00,2018-04-23 16:30:00,RECK DRV,,2018-04-23 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Court Order",8ZC000572,PD1,Court Order,N,MALE,WHITE,340c0db5666a3f7ce9943addfccab509d89ce0e0,0,0,0,0,0,1,0,1,UKRAINE,UKRAINE,False,14.127083333333333,2.6480937587819056,0,0,0,0,Court Order,5,5,gross misdemeanor,public_order,3.0,3.0,public_order,RECK DRV,0,0,0,1,0,0,0,1
20390,4681f5bb48a49df443cdaa2f08a9d4ab0f4bab86,2018-04-09 13:27:00,2018-04-23 16:30:00,OBSTR PO,,2018-04-23 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Court Order",8ZC001175,PD1,Court Order,N,MALE,WHITE,ed42e9917c55bcea359c8ffd4f809e73c453fe1c,0,0,0,0,0,1,0,1,UKRAINE,UKRAINE,False,14.127083333333333,2.6480937587819056,0,0,0,0,Court Order,5,5,gross misdemeanor,public_order,3.0,3.0,public_order,RECK DRV,0,0,0,1,0,0,0,1
20391,4686766795e80121aef3210fd43ccad46b2f8600,2017-01-26 14:29:00,2017-02-27 11:45:00,VIO NC ORD /DV,,2017-02-25 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",6ZC002449,PD1,Time Served,N,MALE,BLACK,f2f0a1d299a66c19846458d57d086d60707cd8f4,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,31.886111111111113,3.4621705266153415,0,0,0,0,Mini-Chain,3,3,gross misdemeanor,public_order,3.0,3.0,public_order,VIO NC ORD /DV,0,0,0,1,0,0,0,1
20402,468f3190a17812f4527e6480bb888e6adc867c77,2017-01-19 23:01:00,2017-05-20 05:00:00,COMM CUSTODY JAIL,,2017-04-03 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",161035762,DOC,Time Served,N,MALE,BLACK,a119fcfaa8e515089ee35989cee590c6ca335194,0,0,1,0,0,0,0,1,ALABAMA,UNITED STATES OF AMERICA,True,120.24930555555555,4.78956713396342,0,0,0,0,Time Served,3,3,other,other,0.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
20403,468f3190a17812f4527e6480bb888e6adc867c77,2017-01-19 23:01:00,2017-05-20 05:00:00,VIO PROT OR /DV,,2017-02-27 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Suspended Sentence",17-1-00250-1,SUP,Suspended Sentence,N,MALE,BLACK,82bb65250c2f5f67b31e460af1b7745efea25e7d,0,0,1,0,0,0,0,1,ALABAMA,UNITED STATES OF AMERICA,True,120.24930555555555,4.78956713396342,0,0,0,0,Time Served,3,3,gross misdemeanor,public_order,3.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
20404,468f3190a17812f4527e6480bb888e6adc867c77,2017-01-19 23:01:00,2017-05-20 05:00:00,UPCS,,2017-05-20 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",17-1-00250-1,SUP,Time Served,N,MALE,BLACK,df73d3af36be52f52ee67c01dc7b7f762b5086a5,0,0,1,0,0,0,0,1,ALABAMA,UNITED STATES OF AMERICA,True,120.24930555555555,4.78956713396342,0,0,0,0,Time Served,3,3,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
20408,4693022c71288f22e07e040a3947ea7d2244af0f,2017-07-03 08:23:00,2017-07-05 17:55:00,UPCS,,2017-07-05 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,MALE,WHITE,7b03a11deaad2ec66012e0d6afe04eb44d1f405e,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.3972222222222217,0.8743106596332723,0,0,0,0,NCF Final,3,3,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
20426,46a1a4b626b616d2159fdab270b2e66c118cef9e,2018-01-16 11:58:00,2018-02-09 13:00:00,FALSE STATEMENT TO PUB SERVANT,,2018-01-23 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Credit for Time Served",8ZC000226,PD1,Credit for Time Served,N,FEMALE,WHITE,613b94f4eb67128092da5ef0eec6dfebc5ac5c95,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,24.043055555555554,3.1798462045666285,0,0,0,0,WSI Chain,3,3,gross misdemeanor,public_order,3.0,4.0,public_order,FORGERY,0,0,0,1,0,0,1,0
20433,46a6a0053d9d1bba98ef7e1ed1c2af840be6adf6,2018-01-05 10:45:00,2018-01-06 17:25:00,POSSESS STOLEN VEHICLE,,2018-01-06 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",,SUP,PR,N,MALE,WHITE,1b02fa18b3efe0637278b15bdbac2f17432cccdd,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.2777777777777777,0.2451224580329849,0,0,0,0,PR,0,0,class B felony,property,5.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
20466,46c734108169ceee2b12dc33995f0ab4f559121e,2017-07-10 08:59:00,2017-07-19 19:00:00,UPCS,,2017-07-19 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",17-1-01515-8,SUP,Bail Bond,N,FEMALE,WHITE,f5528fc5af08fab7642319f10169a115f00a0dbc,0,0,0,0,0,1,1,0,CALIFORNIA,UNITED STATES OF AMERICA,True,9.417361111111113,2.242554912517899,0,0,0,0,Bail Bond,3,3,class C felony,drug,4.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
20467,46c80b79872925821fb8bb804322fc3beec422db,2017-08-06 23:35:00,2017-08-07 14:45:00,INTIM WEAPON,,2017-08-07 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",B255803,TACM,PR,N,MALE,WHITE,15849f97e31bc286cfc6c2e1ff5be2713b5def8e,0,0,0,0,0,1,0,1,WISCONSIN,UNITED STATES OF AMERICA,True,0.6319444444444444,-0.4589537930591506,0,0,0,0,PR,1,1,gross misdemeanor,violent,3.0,3.0,violent,INTIM WEAPON,0,0,0,0,0,1,0,1
20483,46cd6f7ef6c9ead53eda5fb0887a3c7b0da24f65,2016-12-07 12:33:00,2017-05-10 16:55:00,DWLS/DWLR,,2017-05-10 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",6ZC002086,PD1,Bail Bond,N,MALE,BLACK,2939a919d24ca44a5a3eeca676e997f735bc05a7,0,0,1,0,0,0,0,1,TENNESSEE,UNITED STATES OF AMERICA,True,154.18194444444444,5.038133362473478,0,0,0,0,Bail Bond,6,6,misdemeanor,public_order,2.0,3.0,public_order,OPERATE VEH W/O IGN INTERLOCK DEV,0,0,0,1,0,0,0,1
20505,46d968ae5bf8bdb20bb55f9196c2b70667a6359f,2017-12-07 12:45:00,2017-12-08 09:00:00,POSSESSION OF STOLEN MAIL,,2017-12-08 09:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Mini-Chain",1610089634,THSC,Mini-Chain,N,FEMALE,ASIAN/PACIFIC ISLAND,dfa00606aaf6fba513c351fa79eec21d70c5dc0a,0,1,0,0,0,0,1,0,CALIFORNIA,UNITED STATES OF AMERICA,True,0.84375,-0.16989903679539747,0,0,0,0,Mini-Chain,3,3,class C felony,property,4.0,4.0,public_order,IDENT THFT 2,0,0,0,1,0,0,1,0
